Unnamed: 0,EN,UK,TRANSLATION,BLEU_Score,avg
422,"Tarak Ital, MD.","Тарак Італ, лікар.","Тарак Італ, MD.",1.133422688662942e-154,0.1350462239206423
423,The Channel coast is socked in with rain and fog.,Узбережжя каналу все вимокло від дощу і туману.,Узбережжя каналу вкрите дощем і туманом.,6.010455532087301e-155,0.1350462239206423
424,Previously on AMC's Breaking Bad...,У попередніх серіях ...,Ранее в сериале...,0.0,0.1350462239206423
425,It's Normandy.,Це в Нормандії.,Это Нормандия.,0.0,0.1350462239206423
426,File Tree,Дерево файлів,Дерево файлів,1.491668146240062e-154,0.1350462239206423
427,I want to be like Picasso.,Я хочу бути схожим на Пікасо.,Я хочу бути як Пікассо.,5.623118184955381e-78,0.1350462239206423
428,You won't be.,Ви і не зніматимете.,Тебе не будет.,9.918892480173173e-232,0.1350462239206423
429,Panel layout,Компонування панелі,Компонування панелі,1.491668146240062e-154,0.1350462239206423
430,"Jesus Christ, there's kids in there, sir!","Господи, та там же всередині діти, сер!","Господи, там діти, сер!",5.353909682421663e-155,0.1350462239206423
431,"What's the difference between Slew, Track, and Sync exactly?","У чому точно полягає різниця між командами Slew, Track і Sync?","Яка різниця між Slew, Track і Sync?",0.36064528799877893,0.1350462239206423
432,We weren't.,- Та ще й твою колишню.,Мы не были.,0.0,0.1350462239206423
433,"Specifies the end date, or date and time, for recurrences of the alarm. If startDateTime includes a time, this parameter must also include a time; if startDateTime contains only a date, this parameter must also contain only a date. It must not contain a time zone specifier; the same time zone as for startDateTime is used to interpret this parameter's value.","Визначає кінцеву дату або дату і час повторень нагадування. Якщо до параметра Дата_ і_ час_ початку було включено час, цей параметр має також включати час; якщо Дата_ і_ час_ початку містить лише дату, цей параметр також повинен містити лише дату. Параметр не повинен містити визначення часового пояса; під час обробки цього параметра буде використано той самий часовий пояс, який було вказано для параметра Дата_ і_ час_ початку.","Вказує кінцеву дату або дату і час для повторення нагадування. Якщо час_ початку містить час, цей параметр також повинен включати час; якщо Дата_ і_ час_ початку містить лише дату, цей параметр також повинен містити лише дату. У параметрі не повинно міститися специфікатор часового поясу; для інтерпретації значення цього параметра використовується той самий часовий пояс, що і для параметра Дата_ і_ час_ початку.",0.4677719365980653,0.1350462239206423
