EN,UK
"Die Frage nach Bau und Wiederaufbau wird zu einem griffigen Motto, das alle packt und von allen verstanden wird: Die Vision gewinnt eine gefühlsmäßige Färbung, die aber dennoch nicht die rationale Bewertung verhindert.","The question of construction and reconstruction becomes a captivating watchword, capturing all and understood by all: its visionary representation - built on emotions, rich in sensual and experiential sharpness [...]."
Du siehst in letzter Zeit so dünn aus.,You've been looking too skinny lately.
"Nun sehe ich zum ersten mal, wie es ist, wenn Du schläfst.",For the first time I now see what it's like when you sleep.
"Er hat zehn Jahre die Kunst des Schwertkampfes erlernt, um sich mit mir messen zu können.",Li wants to fight me
Wir können jederzeit neue machen.,We can always get some more.
"- Echt schlau, du Genie!","No shit, Sherlock!"
DAS EUROPÄISCHE PARLAMENT UND DER RAT DER EUROPÄISCHEN UNION —,"THE EUROPEAN PARLIAMENT AND THE COUNCIL OF THE EUROPEAN UNION,"
Aber lustige Ohren.,"Funny ears, though."
"In vielen schnellen Autos gibt es heutzutage Knöpfe und Schalter, mit denen man die typischen Merkmale des Motors verändern oder auch ruinieren kann.","In a lot of fast cars these days, you get all sorts of knobs and buttons which you can use to change... I say change..."
LoadAddr Richtlinie aufgenommen.,NoLoadAddr directive added.
Wir erwarten Ihren Anruf.,We'll be waiting for your call.
"Ich musste jedoch mit Erstaunen feststellen, dass ein Europaabgeordneter als Berichterstatter keine vom Parlament finanzierten Untersuchungsmissionen zusätzlich zu den ein- oder zweimal jährlich stattfindenden offiziellen Missionen der Ausschüsse durchführen kann.","I therefore thank you, Mr Navarro, and I am now keen, Mr President, to hear the comments that will follow the report."
Wer ist die Frau?,Who's the girl?
Ich brauche dich... deine Lieder... deine Geschichten... deine Küsse.,They've build giant atom-smashing machines to probe how the four fundamental forces actually work.
Auf Anfrage. Alle 5 Fahnen sind im Paket buchbar.,On request. All 5 flags are bookable as a single package.
"Dies aber wird uns als Vorwand dienen, um Hausdurchsuchungen und Überwachungen durch unsere Vertrauensmänner durchführen zu lassen, die wir in die nichtjüdische Polizei gesteckt haben.",This will give us the pretext for domiciliary prerequisitions and surveillance on the part of our servants from among the number of the GOYIM police ....
Setz uns südlich davon ab.,Put us down near the south end.
Besucher: 5,Guests: 4020
"22 Die jugendlichen Lüste aber fliehe; strebe aber nach Gerechtigkeit, Glauben, Liebe, Frieden mit denen, die den Herrn anrufen aus reinem Herzen.","22 So flee youthful passions and pursue righteousness, faith, love, and peace, along with those who call on the Lord from a pure heart."
"Deshalb empfahl der Ausschuss, die Genehmigung für das Inverkehrbringen von Altargo zu erteilen.",The Committee recommended that Altargo be given marketing authorisation.
"Außerdem ist anzumer­ken, daß die Länderberichte ein ""bias"" zugunsten von Funktionen des Typs A aufweisen, weil diese aufgrund offiziell anerkannter Zuständigkeiten viel eher Aufmerksamkeit auf sich ziehen und leichter identifizierbar sind.","It should also be noted that the country reports show a bias for type A functions, because they are far more likely to attract attention and because the officially recognized responsibilities assigned to them make them easier to identify."
"Ein größeres Risiko einer Hypokaliämie besteht bei Patienten mit Leberzirrhose, bei Patienten unter forcierter Diurese, bei Patienten mit unzureichender oraler Elektrolytaufnahme und bei Patienten unter einer begleitenden Behandlung mit Kortikosteroiden oder Adrenocorticotropem Hormon (ACTH) (siehe Abschnitt 4.5).","The risk of hypokalaemia is greater in patients with cirrhosis of liver, in patients experiencing brisk diuresis, in patients who are receiving inadequate oral intake of electrolytes and in patients receiving concomitant therapy with corticosteroids or Adrenocorticotropic hormone (ACTH) (see section 4.5)."
Mächtig fand Ihre Ladyschaft Sie heute Abend.,"Mighty, Her Ladyship thought you were tonight."
"Er war PrÃ¤sidentschaftskandidat der Demokraten 1972, Mitglied des ReprÃ¤sentantenhauses sowie langjÃ¤hriger Senator fÃ¼r South Dakota. McGovern war Sonderberater fÃ¼r PrÃ¤sident John F. Kennedy und erhielt von PrÃ¤sident Bill Clinton im Jahr 2000 The Presidential Medal of Freedom, die hÃ¶chste zivile Auszeichnung in den USA.","He was a presidential candidate of the Democrats in 1972, member of the House of Representatives and longtime senator of South Dakota. McGovern was a special adviser to President John F. Kennedy and was honored with The Presidential Medal of Freedom, the highest civilian award in the U.S, by President Bill Clinton in 2000."
Du wirst aber nicht gewinnen.,You won't win- Mm-hmm.
2000 aus statistischer Sicht,Statistical aspects of the oil economy in 2000
Wir haben die Latten aus einem Grund.,We have those slatted for a reason.
"Leutnant, schau dir den Alten an.","Lieutenant, Look at papa groundhog."
"Dann steht der ""verlorene Sohn"" auf der Schwelle zu seinem ewigen Vater.","So the fundamental characteristic of the ""day of judgment"" is the ""second coming"" of Christ."
"Es ist eine Tatsache, dass die Vereinigten Staaten den größten Teil der Last beim Kampf gegen den Terrorismus tragen.",It is a fact that the United States has shouldered most of the burden in the fight against terrorism.
Brauchst du auch mein Gedächtnis?,You need my memory too?
Beim grenzüberschreitenden Verkehr hatten Österreich den größten Anteil an den gelöschten Gütern (65 %) und die Slowakei den größten Anteil an den geladenen Gütern (85 %) zu verzeichnen.,"In international transport, Austria recorded the highest proportion of unloads (65 %) while Slovakia reported the highest proportion of loads (85 %)."
Vorhangschloss (0 Treffer),On customer request (0 hits)
Jeder Gast kann nach Wunsch im Vorfeld Spielgeld erarbeiten oder gewinnen und dieses an der Casino-Kasse gegen Jetons umtauschen.,Each client can get money to play in the casino at the entrance and subsequently change it for chips at the casino cashier's desk.
Teile aus Temperguss für sonstige Maschinenbauerzeugnisse,"Malleable iron castings for machinery and mechanical appliances excluding for piston engines, lifting or handling machinery, construction industry machinery/vehicles"
Der Ort hat ein reiches Touristenangebot. Jeder kann etwas für sich finden.,Everyone can find something to their liking.
"Viel Spaß beim Nachkochen und gutes Gelingen! Wenn Sie die typische Wiener Küche oder die internationalen Rafinessen in den Schick Restaurants versuchen möchten, können Sie Ihren Tisch in Wien bequem online reservieren.",Good success and till soon at the Schick Restaurants in Vienna .
"Besuchen Sie die Straße der Carlotta Grisi, eine berühmte Ballerinen aus dem 19. Jh., die ein Zeugnis ihrer ersten Tanzschritte, in ablegt.","Visit the street Carlotta Grisi named after the famous ballerina from the 19th century, her first dance steps were made in Vizinada."
"„Referenzzinssatz“ den Zinssatz, der bei der Zinsberechnung zugrunde gelegt wird und aus einer öffentlich zugänglichen und für beide Parteien eines Zahlungsdienstvertrags überprüfbaren Quelle stammt;",‘reference interest rate’ means the interest rate which is used as the basis for calculating any interest to be applied and which comes from a publicly available source which can be verified by both parties to a payment service contract;
"Samstag, 12. März 2016, 21:41 UTC+1","Mittwoch, 9. März 2016, 17:58 UTC+1"
"Das Haus müsste leer sein, aber ich habe eben jemanden gehört.",Their daughter Sally is with her fiance.
Von 1989 bis 1997 war er Hochschulseelsorger am Christ Church College in Oxford.,"His next appointment was as College Chaplain at Christ Church, Oxford, from 1989 to 1997."
BÜRGERWEHR-REVOLVERHELDEN SCHLAGEN ERNEUT ZU Eine Frau berichtet von ihrem schrecklichen Erlebnis in den Händen der Revolverhelden.,One woman relates her harrowing experience in the hands of the vigilante gunslingers.
"Es liegt auf der Hand, dass es in Libyen Leute gibt, die Gaddafi hassen und ihn loswerden wollen.",It is obvious that there are people in Libya who hate Gaddafi and want to get rid of him.
"Wir wühlen herum, bis wir ihn finden?","Well, what are we supposed to do?"
Der Geist hatte laut der Sage die Gestalt eines kohlschwarzen Schafes.,A spirit in the form of a coal-black sheep was said to roam the area.
"Die Beantwortung erfolgt auf einer siebenstufigen Antwortskala von +3 = ""ja, ganz genau"" bis -3 = ""ganz im Gegenteil"".","Die Beantwortung erfolgt auf einer siebenstufigen Antwortskala von +3 = ""ja, ganz genau"" bis -3 = ""ganz im Gegenteil""."
"Tony, ich denke es ist Zeit, dass du dich wieder aufs Pferd schwingst.","Tony,I think it's time you get back on that horse."
"Natürlich, er hat die Form eines Flugzeugs...",It has an airplane shape of curse...
"Ich weiß nur, dass ich in wenigen Minuten in Stasis versetzt werden, damit mein Körper heilen kann.","Ich weiß nur, dass ich in wenigen Minuten in Stasis versetzt werden, damit mein Körper heilen kann."
"- Benütze ich die Zeit und die verschiedenen Talente, die Gott mir gegeben hat ?",- What use do I make of the time and other gifts received from the Lord?
Paar mittleren Alters mit einem Kind auf der Hochschule.,Middle-aged couple with a kid in college.
Ich werde es nicht bereuen.,I am not going to regret it.
"Um am Strand oder am Rand des Swimmingpools ein Aussehen zu haben, entscheiden Sie sich für einen marineblauen Bikini, gleichzeitig elegant und schlicht.","To have style on the beach or by the edge of a swimming pool, opt for a navy blue Brazillian bikini, both elegant and plain."
"Seine Vorstrafen, das Motiv, sein Geständnis.","Everything pointed to him. His record, his motive, his confession."
Das reicht nicht lange.,We can't do much with that!
Menorca Island: Hotels für Familien mit Kindern,Menorca Island: Hotels for families with children
"Unser Georgy ist ein ruhiger, ausgeglichener kleiner Mann, der durch sein zutrauliches Wesen jeden begeistern kann.","That is our calm, even, little boy Georgy who enthuse us with his trusting character."
"Aber keine Aufregung, ich habe noch einen langen Weg bis zu euch.",Don't get excited though. I'm kilometers away from you.
"6. Tag: Eisenach - Mühlhausen, 58 - 74 km","Day 6: Eisenach - Mühlhausen, 58 - 74 km"
Nach A.2/4.30 überführt,Moved to A.2/4.30
- im Vorgarten Gymnastik gemacht.,Practicing gymnastics in my front yard.
Wohnfläche: 150 m² Grundstücksfläche: 0 m² Gesamtläche: 10 m²,Live square: 150 m² Land square: 0 m² Total square: 10 m²
"Und wer hat mir diesen blöden Ring hier verkauft, hä?",And who sold me this stupid ring?
Diese riesigen Schatten.,She turns a corner.
„Glitzerzinne“) ist mit nach dem Galdhøpiggen () der zweithöchste Berg Norwegens.,"It is located within the municipality of Lom, in the Jotunheimen mountain area."
Das Münzzeichen und das Zeichen des Münzmeisters sind links bzw .,"The mint mark and the mintmaster 's mark are located below , to the left and the right respectively ."
"Geben Sie keine Versprechen, die Sie nicht halten können.",Don't make promises you can't keep.
"Er stammte aus dem Süden, aus Bessarabien, von französischen Einwanderern. „Ach“, sagte er, „die Gefahren und Strapazen wollte ich gern ertragen; aber ich bin nun schon drei Jahre von meiner Mutter weg.“","He was from the South, born of French immigrant parents in Bessarabia. “Ah,” he kept saying, “it is not the danger or the hardships I mind, but being so long, three years, away from my mother….”"
